NOMBRE,NOMBRE-WIKI,IDNOMBRE,tieneInstalacionesDeportivas,tieneWifi,generoAlumnos,TRANSPORTE,Cercanias,Cercanias Lines,Cercanias Station,Metro,Metro_Station,metro_line,Bus,bus_line,Superfice m²,ACCESIBILIDAD,NOMBRE-VIA,calle madrid,NOMBRE-VIA-WIKI,NUM,LOCALIDAD,LOCALIDAD-WIKI,PROVINCIA,CODIGO-POSTAL,BARRIO,BARRIO-WIKI,DISTRITO,DISTRITO-WIKI,LATITUD,LONGITUD,TELEFONO,EMAIL,TIPO,TipoInstalacion
Centro Deportivo Municipal Juan de Dios Román,,Centro-Deportivo-Municipal-Juan-de-Dios-Roman,,,,"Bus:  142, 145.  Metro: Las suertes.  Bicicleta:  el centro dispone de  aparca bicicletas dentro del recinto de la instalación  con capacidad para 6 bicicletas.    Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones .",,,,Metro: Las suertes,Las suertes,,"Bus:  142, 145","142
145",,"Accesible
Señalización podotáctil",JOSE GUTIERREZ MAROTO,calle JOSE GUTIERREZ MAROTO Madrid,,34,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28051,Ensanche de Vallecas,http://www.wikidata.org/entity/Q3847485,Villa de Vallecas,http://www.wikidata.org/entity/Q1947988,40.36391581480007,-3.60518607500416,914801231,idmjdroman@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal La Bombilla,,Centro-Deportivo-Municipal-La-Bombilla,,,,"Metro: Príncipe Pío.  Bus: 46, A, 160, 161.  Renfe: Príncipe Pío.  Bicicleta:  el centro dispone de  aparca bicicletas exterior  con capacidad para  14  bicicletas.   Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .","Renfe: Príncipe Pío (Líneas C1, C7, C10)","C-1
C-7
C-10",Príncipe Pío,Metro: Príncipe Pío,Príncipe Pío,,"Bus: 46, A, 160, 161","46
160
161",,Accesible,SENDA DEL REY,calle SENDA DEL REY Madrid,,8,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28008,Casa de Campo,http://www.wikidata.org/entity/Q16302441,Moncloa-Aravaca,http://www.wikidata.org/entity/Q2017682,40.43267260040589,-3.731936574991669,"917588677
915592090
649841445",idmlabombilla@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasTenisBadminton,CentrosEspaciosDeporte
Centro Deportivo Municipal La Cebada,,Centro-Deportivo-Municipal-La-Cebada-(antigua-La-Latina),,,,"Metro: La Latina L5.  Bus:  2, 17, 18, 23, 35, 60.  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones .",,,,Metro: La Latina L5,La Latina L5,5,"Bus:  2, 17, 18, 23, 35, 60","2
17
18
23
35
60",,"Accesible
Señalización podotáctil",CEBADA,calle CEBADA Madrid,,15,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28005,Palacio,http://www.wikidata.org/entity/Q2136510,Centro,http://www.wikidata.org/entity/Q1763376,40.410546084176566,-3.70940146763504,697121149,info@cdmlacebada.com,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal La Masó- Luis de la Fuente,,Centro-Deportivo-Municipal-La-Maso--Luis-de-la-Fuente,,,,"Metro: Herrera Oria , Lacoma, Avenida de la Ilustración.  Bus: 49, 64, 83, 124, 134.  Bicicleta: el centro dispone de aparca bicicletas exterior con capacidad para 4 bicicletas.   Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .     Parking  público gratuito.",,,,"Metro: Herrera Oria , Lacoma, Avenida de la Ilustración","Herrera Oria , Lacoma, Avenida de la Ilustración",,"Bus: 49, 64, 83, 124, 134","49
64
83
124
134",,"Accesible
Señalización podotáctil
Bucle de inducción magnético",MASO,calle MASO Madrid,,80,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28034,Mirasierra,http://www.wikidata.org/entity/Q31134,Fuencarral-El Pardo,http://www.wikidata.org/entity/Q656196,40.48442599932086,-3.7144222564719858,917397555,idmlamaso@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal Lago Casa de Campo,,Centro-Deportivo-Municipal-Lago-Casa-de-Campo,,,,"Metro: Lago , Puerta del Ángel.  Bus: 31 , 33 , 36 , 39 , 65 , 138.  Bicicleta: el centro dispone de aparca bicicletas exterior con capacidad para 10 bicicletas.   Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,"Metro: Lago , Puerta del Ángel","Lago , Puerta del Ángel",,"Bus: 31 , 33 , 36 , 39 , 65 , 138","31
33
36
39
65
138",,Accesible,EMBARCADERO,calle EMBARCADERO Madrid,,8,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28011,Casa de Campo,http://www.wikidata.org/entity/Q16302441,Moncloa-Aravaca,http://www.wikidata.org/entity/Q2017682,40.417013097503705,-3.7314952685679943,914644610,idmlagocc@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Embarcaderos,CentrosEspaciosDeporte
Centro Deportivo Municipal Las Cruces,,Centro-Deportivo-Municipal-Las-Cruces,,,,"Metro: Aluche , Eugenia de Montijo.  Bus: 121 , 131 , 139.  Renfe: Aluche.  Bicicleta:  El centro dispone de aparca bicicletas exterior con capacidad para 4 bicicletas.  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",Renfe: Aluche C5,C-5,Aluche,"Metro: Aluche , Eugenia de Montijo","Aluche , Eugenia de Montijo",,"Bus: 121 , 131 , 139","121
131
139",,Accesible,POBLADOS,avenida de los Poblados,http://www.wikidata.org/entity/Q26795575,72,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28044,Las Águilas,http://www.wikidata.org/entity/Q5971372,Latina,http://www.wikidata.org/entity/Q794954,40.3788548435727,-3.7562612113384777,915888600,idmlascruces@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol,CentrosEspaciosDeporte
Centro Deportivo Municipal Los Prunos,,Centro-Deportivo-Municipal-Los-Prunos,,,,Metro: Feria de Madrid  Bus: 153  Bicicleta:   El centro dispones de aparcabicicletas exterior con capacidad para 6 bicicletas.,,,,Metro: Feria de Madrid,Feria de Madrid,,Bus: 153,153,,Accesible,PETUNIAS,calle PETUNIAS Madrid,,30,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28042,Palomas,http://www.wikidata.org/entity/Q390460,Hortaleza,http://www.wikidata.org/entity/Q1928529,40.453257453448046,-3.6186956428199863,917432001,recepcion@aqalosprunos.com,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal Luis Aragonés,,Centro-Deportivo-Municipal-Luis-Aragones,,,,"Metro: Canillas.  Bus: 73, 120.  Bicicleta:  el centro dispone de  aparca bicicletas exterior  con capacidad para10 bicicletas.    Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Canillas,Canillas,,"Bus: 73, 120","73
120",,"Accesible
Señalización podotáctil
Bucle de inducción magnético",EL PROVENCIO,calle EL PROVENCIO Madrid,,20,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28043,Canillas,http://www.wikidata.org/entity/Q9694341,Hortaleza,http://www.wikidata.org/entity/Q1928529,40.464650948053816,-3.6275877145025817,913003612,idmlaragones@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal María Jesús Rosa,,Centro-Deportivo-Municipal-Maria-Jesus-Rosa-(La-Vaguada),,,,"Metro: Barrio del Pilar , Peñagrande.   Bus: 42, 49, 67, 83, 128, 134, 137.",,,,"Metro: Barrio del Pilar , Peñagrande","Barrio del Pilar , Peñagrande",,"Bus: 42, 49, 67, 83, 128, 134, 137","42
49
67
83
128
134
137",,Accesible,MONFORTE DE LEMOS,calle MONFORTE DE LEMOS Madrid,,38,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28029,El Pilar,http://www.wikidata.org/entity/Q3773964,Fuencarral-El Pardo,http://www.wikidata.org/entity/Q656196,40.47876758357458,-3.7086993281311904,914800476,idmlavaguada@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Piscinas,CentrosEspaciosDeporte
Centro Deportivo Municipal Miguel Guillén Prim,,Centro-Deportivo-Municipal-Miguel-Guillen-Prim,,,,"Bus:  54, 103, 142.  Metro: Congosto.  Renfe: Vallecas.  Bicicleta:  el centro dispone de  aparca bicicletas exterior  con capacidad para 10 bicicletas.    Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones .",Vallecas C1 C2 C7,"C-1
C-2
C-7",Vallecas,Metro: Congosto,Congosto,,"Bus:  54, 103, 142","54
103
142",,Accesible,FUENTIDUEÑA,calle FUENTIDUEÑA Madrid,,6,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28031,Casco Histórico de Vallecas,http://www.wikidata.org/entity/Q16544370,Villa de Vallecas,http://www.wikidata.org/entity/Q1947988,40.37381855452167,-3.623151468598157,913053451,idmmguillen@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal Moratalaz,http://www.wikidata.org/entity/Q85751287,Centro-Deportivo-Municipal-Moratalaz,,,,"Metro: Pavones.  Bus: 8, 20, 32, 71, 142, 144.  Bicicleta:  el centro dispone de  aparca bicicletas exterior  con capacidad para    interior (10), exterior (8) bicicletas.    Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .",,,,Metro: Pavones,Pavones,,"Bus: 8, 20, 32, 71, 142, 144","8
20
32
71
142
144",,Accesible,VALDEBERNARDO,calle VALDEBERNARDO Madrid,,2,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28030,Pavones,http://www.wikidata.org/entity/Q71760,Moratalaz,http://www.wikidata.org/entity/Q2076109,40.39885854572339,-3.632432290214539,"917727100
917727121",idmmoratalaz@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal Moscardó,,Centro-Deportivo-Municipal-Moscardo,,,,"Metro: Usera.  Bus: 6, 47, 60.",,,,Metro: Usera,Usera,,"Bus: 6, 47, 60","6
47
60",,Accesible,ANDRES ARTEAGA,calle ANDRES ARTEAGA Madrid,,5,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28026,Moscardó,http://www.wikidata.org/entity/Q11937679,Usera,http://www.wikidata.org/entity/Q953368,40.38850290426967,-3.706303079808029,915003940,cdmmoscardo@clubnatacionmadrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal Orcasitas,,Centro-Deportivo-Municipal-Orcasitas,,,,"Metro: Plaza Elíptica.  Bus: 6, 60, 78, 81, 116, 121, 131.  Renfe: Doce de Octubre, Orcasitas.  Bicicleta:  el centro dispone de  aparca bicicletas exterior   con capacidad para 10 bicicletas.    Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .",doce de octubre C5,C-5,doce de octubre,Metro: Plaza Elíptica,Plaza Elíptica,,"Bus: 6, 60, 78, 81, 116, 121, 131","6
60
78
81
116
121
131",,"Instalación parcialmente accesible para personas con movilidad reducida
Señalización podotáctil
Bucle de inducción magnético",RAFAELA YBARRA,calle RAFAELA YBARRA Madrid,,52,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28026,Zofío,http://www.wikidata.org/entity/Q71751,Usera,http://www.wikidata.org/entity/Q953368,40.37558213858424,-3.71245854352948,914692374,idmorcasitas@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal Orcasur,,Centro-Deportivo-Municipal-Orcasur,,,,"Bus:  78, 116  Renfe: Orcasitas.  Metro:   San Fermín - Orcasur.    Bicicleta:  el centro dispone de  aparca bicicletas exterior  con capacidad para 5 bicicletas.",Renfe: Orcasitas (línea C5),C-5,Orcasitas,Metro:   San Fermín - Orcasur,San Fermín - Orcasur,,"Bus:  78, 116","78
116",,Accesible,MOREJA,calle MOREJA Madrid,,11,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28041,Orcasur,http://www.wikidata.org/entity/Q10341270,Usera,http://www.wikidata.org/entity/Q953368,40.37021993373859,-3.6994689006077444,913171062,idmorcasur@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal Pabellón Villa de Madrid,,Centro-Deportivo-Municipal-Pabellon-Villa-de-Madrid,,,,"Bus: 105 , 112 , 114 , 115 , 151",,,,,,,"Bus: 105 , 112 , 114 , 115 , 151","105
112
114
115
151",,Accesible,BREZOS,calle BREZOS Madrid,,6,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28042,Alameda de Osuna,http://www.wikidata.org/entity/Q760737,Barajas,http://www.wikidata.org/entity/Q807230,40.46145708324958,-3.5891069291726105,913294219,idmbarajas@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal Paseo de la Dirección,,Centro-Deportivo-Municipal-Paseo-de-la-Direccion,,,,"Metro: Francos Rodríguez, Valdeacederas, Valdezarza, Tetuán Bus: 128, 177. Bicicleta: el centro dispone de aparca bicicletas interiores con capacidad para 6 bicicletas.",,,,"Metro: Francos Rodríguez, Valdeacederas, Valdezarza, Tetuán","Francos Rodríguez, Valdeacederas, Valdezarza, Tetuán",,"Bus: 128, 177","128
177",,Accesible,"DIRECCION (entrada por C/Isla de Gomera, 10)","calle DIRECCION (entrada por C/Isla de Gomera, 10) Madrid",,125,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28039,Berruguete,http://www.wikidata.org/entity/Q11909208,Tetuán,http://www.wikidata.org/entity/Q1773540,40.462319557096045,-3.706806505404298,919246717,cdmpaseodireccion@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal Pepu Hernández,,Centro-Deportivo-Municipal-Pepu-Hernandez,,,,"Transporte más próximo    Metro: Las Musas.  Bus: 38 , 140.  Bicicleta: el centro dispone de aparca bicicletas exterior con capacidad para 7bicicletas.   Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .",,,,Metro: Las Musas,Las Musas,,"Bus: 38 , 140","38
140",,Accesible,NIZA,"Avenida de Niza, Madrid",http://www.wikidata.org/entity/Q28972102,8,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28022,Rosas,http://www.wikidata.org/entity/Q18880469,San Blas-Canillejas,http://www.wikidata.org/entity/Q2001937,40.42763842661562,-3.606311072744069,"671356014
912794565",atencionalcliente.pepuhernandez@agoramsp.com,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal Peñagrande,,Centro-Deportivo-Municipal-Penagrande,,,,"Metro: Peñagrande Bus:  42,126,132,137",,,,Metro: Peñagrande,Peñagrande,,"Bus:  42,126,132,137","42
126
132
137",,Accesible,MONFORTE DE LEMOS,calle MONFORTE DE LEMOS Madrid,,184,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28035,Peñagrande,http://www.wikidata.org/entity/Q3319582,Fuencarral-El Pardo,http://www.wikidata.org/entity/Q656196,40.476792184653526,-3.717566523014736,911332488,fuencarral@go-fit.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal Plata y Castañar,,Centro-Deportivo-Municipal-Plata-y-Castanar,,,,Bus:  76.   Renfe: Puente Alcocer.,Renfe: Puente Alcocer (C5),C-5,Puente Alcocer,,,,Bus:  76,76,,Accesible,PLATA Y CASTAÑAR,calle PLATA Y CASTAÑAR Madrid,,7,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28021,"Villaverde Alto, Casco Histórico de Villaverde",http://www.wikidata.org/entity/Q390435,Villaverde,http://www.wikidata.org/entity/Q919536,40.34998997348078,-3.7178413073202856,"915051532
915051195",idmpcastanar@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal Playa Victoria,,Centro-Deportivo-Municipal-Playa-Victoria,,,,"Metro: Tetuán.  Bus:  64, 66, 124, 126, 128.   Bicicleta:  el centro dispone de  aparca bicicletas exterior  con capacidad para  5   bicicletas.    Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .",,,,Metro: Tetuán,Tetuán,,"Bus:  64, 66, 124, 126, 128","64
66
124
126
128",,Accesible,HIERBABUENA,calle de la Hierbabuena,http://www.wikidata.org/entity/Q118726061,2,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28039,Berruguete,http://www.wikidata.org/entity/Q11909208,Tetuán,http://www.wikidata.org/entity/Q1773540,40.4592763472204,-3.7021136988422567,915701841,idmpvictoria@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal San Cristóbal,,Centro-Deportivo-Municipal-San-Cristobal,,,,"Metro: San Cristóbal.  Renfe: San Cristóbal.  Bus: 59, 79.  Bicicleta: el centro dispone de aparca bicicletas exterior con capacidad para 5 bicicletas.  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",Renfe:  San Cristóbal C3,C-3,San Cristóbal,Metro: San Cristóbal,San Cristóbal,,"Bus: 59, 79","59
79",,Accesible,PINAZO,calle PINAZO Madrid,,9,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28021,San Cristóbal,http://www.wikidata.org/entity/Q390457,Villaverde,http://www.wikidata.org/entity/Q919536,40.34267317099495,-3.6914487380508842,917950911,idmsancristobal@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal San Fermín,,Centro-Deportivo-Municipal-San-Fermin,,,,"Bus: 18, 22, 23, 59, 76, 78, 79, 85, 86, 123.  Metro: Hospital 12 de Octubre, San Fermín.",,,,"Metro: Hospital 12 de Octubre, San Fermín","Hospital 12 de Octubre, San Fermín",12,"Bus: 18, 22, 23, 59, 76, 78, 79, 85, 86, 123","18
22
23
59
76
78
79
85
86
123",,Accesible,SAN MARIO,calle SAN MARIO Madrid,,18,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28041,San Fermín,http://www.wikidata.org/entity/Q71758,Usera,http://www.wikidata.org/entity/Q953368,40.37530577421291,-3.6927010241442946,914550721,idmsanfermin@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Piscinas,CentrosEspaciosDeporte
Centro Deportivo Municipal San Juan Bautista,,Centro-Deportivo-Municipal-San-Juan-Bautista,,,,"Metro: Avenida de la Paz.  Bus: 11, 53,122.  Bicicleta:   El centro dispone de  aparca bicicletas exterior  con capacidad para 3 bicicletas.   Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .",,,,Metro: Avenida de la Paz,Avenida de la Paz,,"Bus: 11, 53,122","11
53
122",,Instalación parcialmente accesible para personas con movilidad reducida,TREVIANA,calle TREVIANA Madrid,,1,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28043,San Juan Bautista,http://www.wikidata.org/entity/Q165609,Ciudad Lineal,http://www.wikidata.org/entity/Q1763694,40.44864976316054,-3.6585711797466836,914164259,idmsjbautista@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal Santa Ana,,Centro-Deportivo-Municipal-Santa-Ana,,,,"Metro: Fuencarral, Tres Olivos.  Bus: 66, 137.  Bicicleta:   El centro dispone de  aparca bicicletas exterior  con capacidad para 5 bicicletas.   Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .",,,,"Metro: Fuencarral, Tres Olivos","Fuencarral, Tres Olivos",,"Bus: 66, 137","66
137",,Instalación parcialmente accesible para personas con movilidad reducida,ALAMEDILLAS,calle ALAMEDILLAS Madrid,,5,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28034,Valverde,http://www.wikidata.org/entity/Q31132,Fuencarral-El Pardo,http://www.wikidata.org/entity/Q656196,40.49809469315447,-3.696358010199944,919241481,idmsantaana@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol,CentrosEspaciosDeporte
Centro Deportivo Municipal Tenis Casa de Campo,,Centro-Deportivo-Municipal-Tenis-Casa-de-Campo,,,,"Metro: Lago  Bicicleta: el centro dispone de aparca bicicletas exterior con capacidad para 10 bicicletas.    Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones",,,,Metro: Lago,Lago,,,,,Accesible,PRINCIPE,"Calle del Príncipe, Madrid",http://www.wikidata.org/entity/Q15788175,2,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28011,Casa de Campo,http://www.wikidata.org/entity/Q16302441,Moncloa-Aravaca,http://www.wikidata.org/entity/Q2017682,40.421436625700565,-3.735739625664774,914649617,idmteniscc@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasTenisBadminton,CentrosEspaciosDeporte
Centro Deportivo Municipal Triángulo de Oro,,Centro-Deportivo-Municipal-Triangulo-de-Oro,,,,"Metro: Plaza de Castilla, Valdeacederas  Bus: 27, 42, 49, 66, 124  Renfe: Chamartín","Renfe: Chamartín C1, C2, C3, C4a, C4b, C7 y C8","C-1
C-2
C-3
C-4
C-7
C-8",Chamartín,"Metro: Plaza de Castilla, Valdeacederas","Plaza de Castilla, Valdeacederas",,"Bus: 27, 42, 49, 66, 124","27
42
49
66
124",,Accesible,BRAVO MURILLO,calle de Bravo Murillo,http://www.wikidata.org/entity/Q5740815,376,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28020,Castillejos,http://www.wikidata.org/entity/Q11913212,Tetuán,http://www.wikidata.org/entity/Q1773540,40.46512519238624,-3.6928208378255807,915714117,idmtoro@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal Vallecas Verano,,Centro-Deportivo-Municipal-Vallecas-Verano,,,,"Metro: Portazgo.  Bus: 10, 54, 58, 103.",,,,Metro: Portazgo,Portazgo,,"Bus: 10, 54, 58, 103","10
54
58
103",,Accesible,ARROYO DEL OLIVAR,"Calle del Arroyo del Olivar, Madrid",http://www.wikidata.org/entity/Q29561517,51,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28018,Palomeras Bajas,http://www.wikidata.org/entity/Q10343902,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,40.390368919782446,-3.657213682860775,915133623,idmvallecas@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Piscinas,CentrosEspaciosDeporte
Centro Deportivo Municipal Vallehermoso,,Centro-Deportivo-Municipal-Vallehermoso,,,,"Metro: Islas Filipinas, Canal.  Bus: 2, 12, 202.  Bicicleta:   El centro dispone de  aparca bicicletas exterior.   Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .",,,,"Metro: Islas Filipinas, Canal","Islas Filipinas, Canal",,"Bus: 2, 12, 202","2
12
202",,Accesible,FILIPINAS,"Avenida de Filipinas, Madrid",http://www.wikidata.org/entity/Q28024292,7,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28003,Vallehermoso,http://www.wikidata.org/entity/Q6122685,Chamberí,http://www.wikidata.org/entity/Q1763370,40.44064843863945,-3.709053489027435,915902959,vallehermoso@go-fit.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal Wilfred Agbonavbare,,Centro-Deportivo-Municipal-Wilfred-Agbonavbare-(antiguo-Alberto-Garcia),,,,"Bus: 24, 102, 310  Renfe: El Pozo  Bicicleta: el centro dispone de aparcabicicletas  exterior con capacidad para 10 bicicletas.",Renfe: El Pozo C2 C7 C8,"C-2
C-7
C-8",El Pozo,,,,"Bus: 24, 102, 310","24
102
310",,Accesible,"REGUERA DE TOMATEROS, 39B","calle REGUERA DE TOMATEROS, 39B Madrid",,,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28053,Entrevías,http://www.wikidata.org/entity/Q71756,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,40.372421418063425,-3.6574515621755173,917854751,cdmwilfreda@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal Ángel Nieto,,Centro-Deportivo-Municipal-angel-Nieto-(antiguo-Puente-de-Vallecas),,,,"Metro: Portazgo.  Bus:   10 , 54 , 57 , 58 , 103.    Bicicleta:  el centro dispone de  aparca bicicletas exterior  con capacidad para 4 bicicletas.   Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .",,,,Metro: Portazgo,Portazgo,,"Bus:   10 , 54 , 57 , 58 , 103","10
54
57
58
103",,Accesible,PAYASO FOFO,calle PAYASO FOFO Madrid,,7,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28018,Palomeras Bajas,http://www.wikidata.org/entity/Q10343902,Puente de Vallecas,http://www.wikidata.org/entity/Q2003054,40.39146194707861,-3.6598636029775866,914781492,idmpvallecas@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Instalación Deportiva Municipal Básica Parque de la Vicalvarada,,Instalacion-Deportiva-Municipal-Basica-Parque-de-la-Vicalvarada-(centro-deportivo),,,,"Metro: VicálvaroBus: 4 , 100 , 106 , 130",,,,Metro: Vicálvaro,Vicálvaro,,"Bus: 4 , 100 , 106 , 130","4
100
106
130",,No accesible,VEREDA DEL PINAR,calle VEREDA DEL PINAR Madrid,,1,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28032,Ambroz,http://www.wikidata.org/entity/Q11905294,Vicálvaro,http://www.wikidata.org/entity/Q589403,40.41079351896063,-3.607616723630345,,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol,CentrosEspaciosDeporte
Instalación Deportiva Municipal Básica Torrespaña - Fuente del Berro,,Instalacion-Deportiva-Municipal-Basica-Torrespana---Fuente-del-Berro-(centro-deportivo),,,,"Metro: O'Donnell.  Bus: 15, 28, 71, 110, 210",,,,Metro: O'Donnell,O'Donnell,,"Bus: 15, 28, 71, 110, 210","15
28
71
110
210",,Accesible,NUDO M-30 C/V ALCALDE SAINZ DE BARANDA,calle NUDO M-30 C/V ALCALDE SAINZ DE BARANDA Madrid,,94,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28007,Fuente del Berro,http://www.wikidata.org/entity/Q3814564,Salamanca,http://www.wikidata.org/entity/Q1773521,40.42129422167342,-3.6608740643380497,917654330,,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol,CentrosEspaciosDeporte
